samp_target,disk_radius,tot_radius,fr_length,fr_width,fr_pos,sep_width,sep_length,styles
4,1.43,3.14,10.46,6.06,5.65,2.5,2.39,1.0
4,1.52,4.49,12.15,8.87,5.33,nan,nan,1.0
4,1.77,4.25,10.75,8.35,4.53,2.24,2.6,1.0
4,1.51,4.47,10.04,8.91,4.77,3.07,3.04,2.0
5,1.07,3.65,11.39,7.55,6.17,nan,nan,1.0
5,0.91,3.67,10.53,6.89,7.1,nan,nan,1.0
5,1.0,4.1,12.12,7.46,7.04,nan,nan,1.0
5,1.08,3.71,11.14,7.71,7.35,nan,nan,1.0
5,1.14,3.94,11.49,7.64,7.19,nan,nan,1.0
5,1.07,3.24,10.72,6.79,6.79,2.31,2.12,1.0
5,0.76,3.68,12.24,7.92,6.7,nan,nan,1.0
5,1.12,4.07,10.9,7.4,6.04,3.47,2.73,1.0
5,0.94,3.54,8.99,6.8,4.54,nan,nan,1.0
5,0.91,3.82,10.39,7.4,4.95,nan,nan,1.0
5,1.31,4.76,10.07,9.48,5.92,nan,nan,1.0
5,1.11,4.51,10.09,8.68,5.56,nan,nan,1.0
5,0.94,4.54,9.34,9.01,5.36,nan,nan,1.0
5,0.93,3.99,7.53,7.7,4.03,nan,nan,1.0
5,0.93,4.02,8.29,7.76,3.96,nan,nan,1.0
5,1.1,3.78,7.46,7.07,3.66,nan,nan,1.0
5,1.13,4.01,8.37,7.94,4.58,nan,nan,1.0
5,1.13,4.17,7.33,8.12,3.67,nan,nan,1.0
5,1.18,4.35,8.7,8.09,4.16,nan,nan,1.0
5,1.19,4.03,8.55,7.81,4.16,nan,nan,1.0
5,1.41,4.57,10.96,8.57,5.61,3.11,3.08,1.0
5,1.23,4.15,10.0,7.99,5.92,nan,nan,1.0
5,0.93,3.89,8.58,7.72,4.01,nan,nan,1.0
5,1.09,4.12,10.15,8.43,5.33,nan,nan,1.0
5,0.96,4.11,9.99,8.08,5.59,nan,nan,1.0
5,1.19,3.81,9.3,7.32,5.79,nan,nan,1.0
5,1.2,3.87,9.76,7.33,5.12,nan,nan,1.0
5,1.02,4.08,10.27,8.09,5.43,nan,nan,1.0
5,1.02,3.45,8.1,6.61,5.13,nan,nan,1.0
5,1.01,4.14,9.86,8.25,5.02,nan,nan,1.0
5,1.23,3.59,8.75,6.57,4.56,2.69,2.64,1.0
5,1.21,3.52,8.8,6.71,3.65,nan,nan,1.0
5,1.08,4.22,9.76,8.05,3.86,2.55,2.61,1.0
5,1.23,3.9,9.77,7.45,3.94,nan,nan,1.0
5,1.25,4.27,9.65,8.42,4.98,nan,nan,1.0
5,1.13,3.78,8.38,7.27,4.26,3.41,2.55,1.0
5,0.93,4.32,10.18,8.96,4.66,nan,nan,1.0
5,1.15,4.03,9.02,7.85,4.7,2.61,2.73,1.0
5,1.2,4.25,9.39,8.09,4.79,nan,nan,1.0
5,1.2,3.97,8.52,7.76,4.09,nan,nan,1.0
5,1.24,4.47,9.72,8.36,5.04,2.34,2.47,1.0
5,1.23,4.3,9.78,8.47,5.64,nan,nan,1.0
5,1.19,3.89,8.51,7.88,4.8,nan,nan,1.0
5,1.36,4.0,8.16,7.56,4.4,2.43,2.64,1.0
5,0.98,3.8,7.94,7.25,4.27,nan,nan,1.0
5,0.97,3.71,6.96,7.12,4.43,nan,nan,1.0
5,1.16,4.29,8.01,8.55,5.1,nan,nan,1.0
5,1.16,4.17,8.08,8.24,4.67,2.93,2.76,1.0
5,1.25,3.93,7.92,7.31,4.17,2.55,1.93,1.0
5,1.26,3.97,7.7,7.91,5.35,2.69,1.92,1.0
5,1.3,3.72,10.81,7.27,6.33,nan,nan,1.0
5,1.16,3.55,9.18,6.61,4.76,4.31,4.08,1.0
5,1.18,3.47,8.34,6.74,4.97,2.95,3.28,1.0
5,1.28,3.12,8.17,6.05,3.93,2.93,3.32,1.0
5,1.14,3.6,10.99,7.32,5.94,nan,nan,1.0
5,1.29,3.57,9.8,7.08,5.27,nan,nan,1.0
5,1.27,3.6,9.44,6.78,4.65,3.11,2.81,1.0
5,1.25,3.62,10.3,6.67,5.58,3.06,2.5,1.0
5,1.39,3.87,9.25,7.65,4.99,3.32,2.74,1.0
5,1.24,3.69,10.17,7.2,5.59,3.1,3.98,1.0
0,1.49,4.29,9.99,8.37,5.25,2.63,2.03,1.0
0,1.41,3.62,nan,nan,nan,2.1,1.34,1.0
0,1.49,3.74,11.17,7.17,7.26,1.9,2.29,1.0
5,1.04,4.2,9.1,8.34,4.89,2.38,1.78,1.0
5,0.91,3.87,8.09,7.84,4.19,nan,nan,1.0
5,1.06,3.98,9.01,7.62,3.96,2.4,2.57,1.0
5,1.05,3.83,8.08,7.16,4.09,2.34,2.44,1.0
5,0.93,3.62,7.99,6.97,4.13,nan,nan,1.0
5,1.05,3.75,8.08,7.36,3.85,nan,nan,1.0
5,1.09,3.81,7.9,7.45,4.08,2.9,2.53,1.0
5,0.93,3.51,8.56,6.74,4.33,2.27,1.8,1.0
5,1.02,3.7,8.07,7.16,3.65,nan,nan,1.0
5,1.15,3.92,8.63,7.53,4.8,2.65,2.12,1.0
5,1.07,3.43,8.23,6.5,3.57,2.58,1.97,1.0
5,1.13,3.68,8.7,7.13,3.26,3.03,2.9,1.0
5,1.15,3.51,7.62,6.89,3.7,nan,nan,1.0
5,1.11,3.66,8.56,7.28,3.66,nan,nan,1.0
5,1.01,3.53,8.55,6.72,4.16,nan,nan,1.0
5,1.14,3.64,8.19,6.98,4.18,nan,nan,1.0
5,1.17,3.4,8.53,6.54,3.72,nan,nan,1.0
5,1.05,3.44,8.67,6.69,4.16,nan,nan,1.0
5,1.23,3.43,8.26,6.63,3.6,nan,nan,1.0
5,1.12,3.68,8.86,7.27,3.88,3.02,2.83,1.0
5,1.27,4.91,7.75,9.36,3.0,nan,nan,1.0
5,1.08,4.53,8.3,8.78,4.33,nan,nan,1.0
5,1.19,4.46,7.28,8.65,3.8,nan,nan,1.0
5,1.16,4.89,8.37,9.28,4.78,nan,nan,1.0
5,1.17,4.49,8.16,8.64,4.64,nan,nan,1.0
5,1.09,4.09,8.45,7.9,4.41,nan,nan,1.0
5,1.09,4.27,7.47,8.1,4.44,nan,nan,1.0
5,1.18,4.34,8.36,8.19,4.92,2.31,2.24,1.0
5,1.19,4.28,8.32,8.46,4.26,nan,nan,1.0
5,1.26,4.28,8.03,8.52,4.35,nan,nan,1.0
5,0.99,3.65,8.47,7.22,4.3,nan,nan,1.0
5,1.04,3.67,7.79,7.16,4.0,nan,nan,1.0
5,0.92,3.71,8.37,7.34,4.41,nan,nan,1.0
5,1.06,3.67,8.53,7.01,4.92,nan,nan,1.0
5,1.07,3.69,8.4,7.22,4.39,nan,nan,1.0
5,1.05,3.86,8.6,7.57,4.3,nan,nan,1.0
5,1.11,3.65,8.65,7.07,4.48,nan,nan,1.0
5,0.92,3.42,8.21,6.76,4.22,nan,nan,1.0
5,0.99,4.03,8.27,7.78,5.0,nan,nan,1.0
5,0.93,3.52,8.14,6.79,3.97,nan,nan,1.0
3,1.39,5.48,9.8,10.75,5.55,nan,nan,2.0
3,1.64,5.3,10.61,9.49,4.86,3.34,2.4,2.0
3,1.5,5.23,10.1,9.91,5.57,nan,nan,2.0
3,1.7,4.72,8.34,9.39,4.08,2.8,2.55,2.0
3,1.61,4.94,9.34,9.84,4.73,nan,nan,2.0
3,1.49,4.91,9.68,9.19,5.34,3.2,2.08,2.0
3,1.62,4.78,9.52,9.57,4.86,nan,nan,2.0
3,1.41,4.51,8.91,8.71,3.95,nan,nan,1.0
3,1.52,5.31,9.77,10.53,4.55,nan,nan,2.0
3,1.37,4.21,8.51,7.93,4.01,2.69,2.37,2.0
3,1.47,4.28,8.04,8.5,4.17,3.02,2.06,2.0
3,1.49,4.63,8.98,8.68,4.77,3.09,2.04,2.0
3,1.38,4.35,8.89,8.34,4.16,2.42,2.22,2.0
3,1.45,4.14,8.97,8.29,4.8,3.15,2.18,2.0
3,1.56,4.33,7.87,8.22,3.99,3.15,2.07,3.0
3,1.42,4.13,9.46,8.17,5.29,2.74,2.22,2.0
3,1.5,4.39,9.09,8.65,4.96,2.85,2.04,2.0
3,1.37,4.17,9.03,8.39,4.78,2.75,2.08,2.0
3,1.42,4.16,8.73,7.84,4.55,2.5,1.64,2.0
3,1.58,4.25,9.21,8.2,4.22,nan,nan,2.0
3,1.61,4.31,7.56,8.17,3.57,3.21,2.2,2.0
3,1.66,4.66,8.71,8.85,4.8,nan,nan,2.0
3,1.65,4.73,9.4,8.98,5.55,3.03,2.42,2.0
3,1.63,4.36,8.1,8.2,4.03,2.78,2.32,2.0
3,1.5,4.12,8.39,7.45,4.4,2.45,1.94,2.0
3,1.55,4.33,8.11,8.75,4.32,nan,nan,2.0
3,1.57,4.63,8.79,8.82,4.9,2.83,2.91,2.0
3,1.93,4.15,7.17,8.2,4.37,nan,nan,2.0
3,1.64,3.86,7.92,7.55,3.44,3.71,2.17,2.0
3,1.21,4.1,8.07,7.12,4.68,nan,nan,2.0
3,1.26,4.18,9.1,8.31,4.83,3.71,2.05,3.0
3,1.29,4.09,8.23,7.7,4.22,3.31,2.83,2.0
3,1.05,3.47,7.79,6.7,4.87,nan,nan,1.0
3,1.16,4.1,8.2,7.96,4.58,3.07,2.41,2.0
3,1.08,4.21,9.49,8.17,5.68,nan,nan,2.0
3,1.44,4.34,9.39,7.88,5.5,3.49,2.8,2.0
3,1.31,3.91,7.24,7.68,4.44,nan,nan,2.0
3,1.17,3.59,7.0,7.23,4.42,nan,nan,2.0
3,1.65,4.29,8.12,8.16,3.83,3.39,2.09,2.0
3,1.56,4.76,8.15,9.4,4.26,3.25,2.13,2.0
3,1.49,4.54,8.7,8.93,4.42,3.98,2.44,2.0
3,1.58,4.08,7.95,8.04,4.71,3.47,2.27,2.0
3,1.62,4.53,9.44,8.98,5.06,3.21,2.02,2.0
3,1.74,5.05,9.68,9.29,5.43,nan,nan,2.0
3,1.72,4.65,9.72,8.91,4.85,3.35,2.03,2.0
3,1.68,4.8,9.94,9.38,5.47,3.24,1.92,2.0
3,1.48,4.6,8.96,8.45,5.14,2.93,2.11,1.0
3,1.53,4.76,9.78,9.46,4.73,3.47,2.45,2.0
3,1.61,5.14,11.6,10.07,6.46,nan,nan,2.0
3,1.68,5.09,10.46,10.02,5.74,nan,nan,2.0
3,1.39,3.61,8.71,6.81,5.5,nan,nan,2.0
3,1.45,4.38,10.38,8.45,5.11,nan,nan,2.0
3,1.61,4.49,10.26,8.68,5.58,nan,nan,2.0
3,1.37,4.31,9.71,8.46,5.47,nan,nan,2.0
3,1.45,3.62,8.66,6.92,4.32,nan,nan,2.0
3,1.44,3.99,9.42,7.73,5.12,2.09,1.54,2.0
3,1.27,3.97,8.39,7.63,4.52,nan,nan,2.0
3,1.43,4.03,9.1,7.97,5.01,nan,nan,2.0
3,1.27,3.9,9.76,7.57,5.68,2.01,1.66,2.0
3,1.5,4.58,9.93,9.0,5.85,nan,nan,2.0
3,1.5,4.5,10.09,8.33,5.38,nan,nan,3.0
3,1.13,3.51,7.9,6.74,5.57,nan,nan,1.0
3,1.28,4.08,8.99,7.8,5.07,nan,nan,2.0
3,1.2,3.57,6.81,6.49,4.44,2.75,1.75,2.0
3,1.2,4.15,8.37,8.2,5.46,nan,nan,2.0
3,1.12,4.02,8.39,7.61,3.88,nan,nan,2.0
3,1.41,4.6,8.2,8.17,4.23,nan,nan,2.0
3,1.13,3.83,8.51,7.03,5.02,nan,nan,2.0
3,1.34,4.18,7.56,8.21,3.67,nan,nan,2.0
3,1.17,4.22,8.38,8.36,5.46,nan,nan,2.0
3,1.12,3.63,7.32,7.03,4.85,nan,nan,2.0
3,1.6,4.53,11.09,8.6,5.42,2.82,1.64,2.0
3,1.5,4.32,9.79,8.29,5.56,2.79,1.56,2.0
3,1.44,4.3,10.04,8.31,5.23,nan,nan,2.0
3,1.54,4.26,9.89,8.31,6.05,3.41,1.6,2.0
3,1.51,4.07,8.95,8.04,4.86,3.54,1.9,2.0
3,1.34,4.16,8.66,8.07,4.64,2.96,1.69,2.0
3,1.44,4.38,9.7,8.72,6.01,2.81,1.62,2.0
3,1.71,4.25,11.25,8.27,6.54,2.92,1.84,2.0
3,1.51,4.19,9.45,7.57,4.93,4.06,1.59,2.0
3,1.43,4.28,10.38,8.21,5.28,2.44,1.65,2.0
0,1.49,4.31,9.44,8.18,4.5,nan,nan,2.0
0,1.41,4.35,9.32,8.17,3.76,nan,nan,2.0
0,1.35,3.9,8.6,7.53,5.6,nan,nan,2.0
0,1.64,4.71,9.83,9.39,5.5,nan,nan,2.0
0,1.69,3.33,8.04,6.37,4.07,3.12,1.81,2.0
3,1.55,4.73,10.27,9.2,5.4,nan,nan,2.0
3,1.62,5.18,11.33,9.63,5.81,3.73,2.23,2.0
3,1.6,4.85,9.37,9.61,6.39,nan,nan,2.0
3,1.58,4.94,9.46,9.27,6.2,nan,nan,2.0
3,1.66,4.19,9.35,7.93,5.95,nan,nan,2.0
3,1.56,4.76,9.51,8.95,4.63,2.94,2.01,2.0
3,1.54,4.77,9.8,9.18,3.96,2.4,1.9,2.0
3,1.62,4.68,9.74,9.16,5.45,3.67,2.03,2.0
3,1.66,4.96,9.45,8.72,6.18,nan,nan,2.0
3,1.62,4.15,9.17,8.06,5.82,3.0,1.7,2.0
1,1.26,3.84,10.16,7.35,5.45,2.68,2.21,1.0
1,1.36,4.17,10.61,7.93,6.04,2.93,2.73,1.0
1,1.26,4.05,9.9,7.6,4.91,3.15,2.54,1.0
1,1.29,4.26,11.86,8.15,6.63,2.93,2.7,1.0
1,1.27,4.04,10.61,7.57,5.7,nan,nan,1.0
1,1.18,4.39,10.75,7.9,6.15,nan,nan,1.0
1,1.28,4.29,12.27,8.22,7.15,nan,nan,1.0
1,1.19,4.47,10.9,7.75,6.88,nan,nan,1.0
1,1.4,3.94,10.72,7.45,6.51,nan,nan,1.0
1,1.04,4.15,11.38,8.51,6.26,2.26,2.37,1.0
1,0.8,3.82,8.67,7.43,5.34,nan,nan,1.0
1,1.2,3.73,8.71,7.34,5.46,nan,nan,1.0
1,0.98,3.72,8.89,7.07,5.03,2.97,2.22,1.0
1,1.0,3.24,6.0,6.46,3.03,2.62,2.65,1.0
1,1.13,3.79,8.54,7.1,4.61,3.04,2.54,1.0
1,1.04,3.44,8.26,6.78,4.69,nan,nan,1.0
1,1.12,3.45,8.19,6.73,4.91,3.26,2.42,1.0
1,1.0,2.97,6.94,5.69,3.81,nan,nan,1.0
0,1.31,4.08,11.84,7.64,4.64,nan,nan,1.0
0,1.4,4.01,11.0,8.03,5.85,3.01,3.28,1.0
0,1.09,4.34,11.9,8.74,6.17,nan,nan,1.0
0,1.19,4.25,12.16,7.93,6.11,nan,nan,1.0
2,1.08,4.49,10.11,8.42,6.73,nan,nan,1.0
2,1.03,4.23,9.89,8.18,4.84,nan,nan,1.0
2,0.96,3.65,8.66,7.18,4.45,nan,nan,1.0
2,1.16,4.14,9.15,7.86,4.51,nan,nan,1.0
2,1.23,4.22,9.19,7.95,3.99,nan,nan,1.0
2,1.25,3.61,9.7,7.07,4.05,2.31,1.79,1.0
2,1.27,4.63,10.44,8.17,4.91,nan,nan,2.0
2,1.26,4.25,9.52,8.23,5.58,nan,nan,1.0
2,1.21,4.01,9.41,7.83,4.97,nan,nan,1.0
2,1.22,3.91,9.61,7.77,4.67,nan,nan,1.0
3,1.39,4.09,8.98,7.78,4.72,3.3,2.43,2.0
3,1.28,3.97,9.08,7.93,4.34,nan,nan,2.0
3,1.48,4.57,9.82,8.66,5.55,2.04,2.44,2.0
3,1.47,4.37,8.6,8.32,3.53,nan,nan,2.0
3,1.63,4.26,9.24,8.33,5.2,nan,nan,2.0
3,1.46,4.47,8.57,8.11,5.66,nan,nan,2.0
3,1.43,4.24,10.13,8.42,5.39,nan,nan,2.0
3,1.5,4.17,9.02,7.72,5.51,nan,nan,2.0
3,1.64,4.73,9.88,9.21,5.6,2.53,2.57,3.0
3,1.47,4.41,9.58,8.66,4.71,nan,nan,2.0
3,1.7,5.24,10.23,10.29,6.21,nan,nan,3.0
3,1.53,4.74,9.38,9.31,5.7,2.53,1.67,2.0
3,1.58,4.8,10.33,8.44,5.35,2.35,1.68,2.0
3,1.34,3.99,9.44,7.86,5.84,2.08,1.77,2.0
3,1.49,5.24,10.32,9.81,5.45,nan,nan,2.0
3,1.43,4.04,9.23,7.67,5.33,2.92,2.18,2.0
3,1.2,4.72,10.15,8.42,4.55,nan,nan,2.0
3,1.59,5.19,10.15,10.13,5.99,nan,nan,2.0
3,1.43,4.35,8.44,8.3,4.97,nan,nan,2.0
3,1.4,4.6,9.44,9.11,5.38,2.53,1.87,2.0
3,1.23,4.24,7.6,8.11,4.37,2.74,1.95,2.0
3,1.25,4.34,7.73,8.57,4.52,nan,nan,2.0
3,1.3,4.38,8.73,8.64,5.53,2.45,1.85,2.0
3,1.28,3.72,7.07,7.18,4.16,2.33,1.86,2.0
3,1.22,4.46,8.41,8.67,4.91,2.44,1.7,2.0
3,1.47,4.33,8.63,8.46,5.9,2.76,1.98,2.0
3,1.37,4.57,8.15,8.96,4.24,nan,nan,2.0
3,1.35,4.17,7.71,8.23,4.77,nan,nan,2.0
3,1.47,4.69,8.58,8.89,4.63,nan,nan,2.0
0,1.53,4.43,9.49,8.47,5.65,nan,nan,2.0
0,1.42,4.67,9.54,8.8,5.29,nan,nan,2.0
0,1.72,4.51,8.86,8.39,5.49,2.55,2.41,2.0
0,1.42,4.66,9.98,8.53,6.02,nan,nan,3.0
0,1.6,4.31,9.52,8.06,5.78,2.85,1.91,3.0
0,1.6,4.28,8.35,8.4,5.41,3.26,2.32,2.0
0,1.39,4.0,7.64,7.36,3.83,3.23,2.03,2.0
0,1.72,4.54,9.31,8.58,5.7,2.35,2.17,2.0
0,1.83,4.54,9.57,8.39,5.63,nan,nan,2.0
0,1.73,4.46,9.4,8.6,5.89,nan,nan,2.0
3,1.6,4.53,11.09,8.6,5.42,2.82,1.64,2.0
3,1.5,4.32,9.79,8.29,5.56,2.79,1.56,2.0
3,1.44,4.3,9.79,8.29,5.56,nan,nan,2.0
3,1.54,4.26,9.89,8.31,6.05,3.41,1.6,2.0
3,1.51,4.07,8.95,8.04,4.86,3.54,1.9,2.0
3,1.34,4.16,8.66,8.07,4.64,2.96,1.69,2.0
3,1.44,4.38,9.7,8.72,6.01,2.81,1.62,2.0
3,1.71,4.25,11.25,8.27,6.54,2.92,1.84,2.0
3,1.51,4.19,9.45,7.57,4.93,4.06,1.59,2.0
3,1.43,4.28,10.38,8.21,5.28,2.44,1.65,2.0
3,1.23,4.96,9.95,9.6,5.12,nan,nan,2.0
3,1.09,4.55,9.76,8.5,5.82,nan,nan,2.0
3,1.6,5.37,10.66,10.21,4.97,nan,nan,2.0
3,1.89,4.89,9.48,9.51,5.2,3.35,2.16,2.0
3,1.57,5.05,9.68,9.79,5.08,2.78,2.03,2.0
3,1.51,4.27,8.3,8.3,4.8,nan,nan,2.0
3,1.68,5.08,9.83,9.76,5.54,nan,nan,2.0
3,1.52,4.62,8.92,9.0,4.95,2.33,1.62,2.0
3,1.75,5.03,9.63,9.26,4.4,3.35,1.67,2.0
3,1.72,4.57,9.55,8.43,5.52,nan,nan,2.0
3,1.78,4.36,9.0,8.08,5.06,3.16,1.62,2.0
3,1.62,4.49,8.56,8.59,4.22,2.75,1.84,2.0
3,1.76,4.61,9.67,8.91,4.62,3.38,1.99,2.0
1,1.76,5.04,10.05,8.77,4.09,nan,nan,2.0
1,1.73,4.44,10.16,8.45,5.64,3.99,2.55,1.0
1,1.67,4.58,10.16,8.56,4.68,4.16,2.93,1.0
1,1.41,4.5,9.2,8.7,4.09,3.71,2.91,1.0
1,1.48,4.78,10.61,9.26,4.86,3.04,2.24,1.0
1,1.64,4.31,8.91,8.36,4.12,3.57,2.33,1.0
1,1.44,4.51,9.11,8.89,4.23,3.06,2.45,1.0
1,1.59,4.53,9.22,8.95,4.64,nan,nan,2.0
1,1.64,4.67,9.79,9.21,4.31,2.37,2.33,1.0
1,1.75,5.35,8.24,10.57,4.0,nan,nan,2.0
1,1.34,3.9,8.99,7.48,4.4,2.55,2.09,1.0
1,1.2,3.49,9.43,6.61,4.5,2.64,2.7,1.0
1,1.39,3.8,9.6,7.41,5.14,2.67,2.09,1.0
1,1.11,3.6,7.09,6.67,3.76,2.23,2.49,1.0
1,1.06,3.26,7.65,6.27,4.18,2.55,1.88,1.0
1,1.2,3.48,7.26,6.64,4.95,2.85,2.32,1.0
1,1.14,3.67,8.34,6.74,4.64,2.42,1.81,1.0
1,1.42,3.44,7.6,6.55,4.07,3.08,2.51,1.0
1,1.27,4.1,9.03,7.94,4.58,2.96,2.17,2.0
1,1.33,3.94,7.74,7.31,4.45,2.76,2.52,1.0
3,1.89,5.08,9.99,9.99,4.77,3.11,2.18,2.0
3,1.94,5.46,10.75,10.66,6.22,2.59,2.48,2.0
3,1.8,5.16,10.41,9.97,5.83,2.67,1.94,2.0
3,1.81,5.58,11.1,10.53,5.28,3.26,2.42,2.0
3,1.51,4.3,9.5,8.15,4.95,2.8,1.77,2.0
3,1.49,4.66,9.49,8.66,4.97,3.58,2.22,3.0
3,1.7,5.03,10.29,9.91,5.32,3.16,2.32,2.0
3,1.68,5.31,10.38,10.44,5.62,3.09,2.29,2.0
3,1.73,5.37,10.33,10.43,5.21,3.13,2.46,2.0
3,1.89,5.1,10.15,9.75,5.15,2.89,2.29,2.0
1,1.47,4.45,8.86,8.39,5.01,nan,nan,1.0
1,1.34,4.2,8.92,8.12,5.41,3.06,2.17,1.0
1,1.41,4.32,10.91,8.29,5.36,2.83,2.52,1.0
1,1.34,4.38,10.18,8.42,5.01,2.35,2.07,1.0
1,1.14,4.2,8.59,8.13,5.8,nan,nan,1.0
1,1.25,3.92,9.53,7.61,5.15,2.56,2.4,1.0
1,1.33,4.4,9.51,8.21,5.19,nan,nan,1.0
1,1.26,4.17,10.22,8.28,5.95,nan,nan,1.0
1,1.54,4.53,10.32,9.05,5.46,3.39,3.06,1.0
1,1.44,4.38,10.45,8.24,5.66,3.11,2.67,1.0
